State,District,Party,Office Room,Phone,fist_name,last_name,full_name,committee_1,committee_2,committee_3,committee_4
J,Ohio 6th,,2082 RHOB,(202) 225-5705,Johnson,Bill- Vacancy,Johnson Bill- Vacancy,,,,
J,South Dakota At Large,R,1714 LHOB,(202) 225-2801,Johnson,Dusty,Johnson Dusty,Agriculture,Transportation and Infrastructure,Select Comm on the Strategic Competition US and China,
J,Georgia 4th,D,2240 RHOB,(202) 225-1605,Johnson,Henry,Johnson Henry,Judiciary,Transportation and Infrastructure,,
J,Louisiana 4th,R,568 CHOB,(202) 225-2777,Johnson,Mike,Johnson Mike,,,,
J,Ohio 4th,R,2056 RHOB,(202) 225-2676,Jordan,Jim,Jordan Jim,Select Subcommittee on the Weaponization of the Fed Govt,Oversight and Accountability,Judiciary,
J,Ohio 14th,R,2065 RHOB,(202) 225-5731,Joyce,David,Joyce David,Appropriations,Ethics,,
J,Pennsylvania 13th,R,152 CHOB,(202) 225-2431,Joyce,John,Joyce John,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,,
K,California 37th,D,1419 LHOB,(202) 225-7084,Kamlager-Dove,Sydney,Kamlager-Dove Sydney,Foreign Affairs,Natural Resources,,
K,Ohio 9th,D,2186 RHOB,(202) 225-4146,Kaptur,Marcy,Kaptur Marcy,Appropriations,,,
K,New Jersey 7th,R,251 CHOB,(202) 225-5361,Kean,Thomas,Kean Thomas,Foreign Affairs,Transportation and Infrastructure,"Science, Space, and Technology",
K,Massachusetts 9th,D,2351 RHOB,(202) 225-3111,Keating,William,Keating William,Armed Services,Foreign Affairs,,
K,Pennsylvania 16th,R,1707 LHOB,(202) 225-5406,Kelly,Mike,Kelly Mike,Ways and Means,,,
K,Illinois 2nd,D,2329 RHOB,(202) 225-0773,Kelly,Robin,Kelly Robin,Energy and Commerce,,,
K,Mississippi 1st,R,2243 RHOB,(202) 225-4306,Kelly,Trent,Kelly Trent,Agriculture,Armed Services,Intelligence,
K,California 17th,D,306 CHOB,(202) 225-2631,Khanna,Ro,Khanna Ro,Armed Services,Oversight and Accountability,Select Comm on the Strategic Competition US and China,
K,Virginia 2nd,R,1037 LHOB,(202) 225-4215,Kiggans,Jennifer,Kiggans Jennifer,Armed Services,Natural Resources,Veterans' Affairs,
K,Michigan 8th,D,200 CHOB,(202) 225-3611,Kildee,Daniel,Kildee Daniel,Budget,Ways and Means,,
K,California 3rd,R,1032 LHOB,(202) 225-2523,Kiley,Kevin,Kiley Kevin,Education and the Workforce,Judiciary,,
K,Washington 6th,D,1226 LHOB,(202) 225-5916,Kilmer,Derek,Kilmer Derek,Appropriations,House Administration,,
K,New Jersey 3rd,D,2444 RHOB,(202) 225-4765,Kim,Andy,Kim Andy,Armed Services,Foreign Affairs,Select Comm on the Strategic Competition US and China,
K,California 40th,R,1306 LHOB,(202) 225-4111,Kim,Young,Kim Young,Financial Services,Foreign Affairs,,
K,Illinois 8th,D,2367 RHOB,(202) 225-3711,Krishnamoorthi,Raja,Krishnamoorthi Raja,Oversight and Accountability,Intelligence,Select Comm on the Strategic Competition US and China,
K,New Hampshire 2nd,D,2201 RHOB,(202) 225-5206,Kuster,Ann,Kuster Ann,Energy and Commerce,,,
K,Tennessee 8th,R,560 CHOB,(202) 225-4714,Kustoff,David,Kustoff David,Ways and Means,,,
L,Illinois 16th,R,1424 LHOB,(202) 225-6201,LaHood,Darin,LaHood Darin,Intelligence,Ways and Means,Select Comm on the Strategic Competition US and China,
L,New York 1st,R,1530 LHOB,(202) 225-3826,LaLota,Nick,LaLota Nick,Armed Services,Homeland Security,Small Business,
L,California 1st,R,408 CHOB,(202) 225-3076,LaMalfa,Doug,LaMalfa Doug,Agriculture,Natural Resources,Transportation and Infrastructure,
L,Colorado 5th,R,2371 RHOB,(202) 225-4422,Lamborn,Doug,Lamborn Doug,Armed Services,Natural Resources,,
L,Ohio 1st,D,1432 LHOB,(202) 225-2216,Landsman,Greg,Landsman Greg,Small Business,Veterans' Affairs,,
L,New York 23rd,R,1630 LHOB,(202) 225-3161,Langworthy,Nicholas,Langworthy Nicholas,Agriculture,Oversight and Accountability,Rules,
L,Washington 2nd,D,2163 RHOB,(202) 225-2605,Larsen,Rick,Larsen Rick,Transportation and Infrastructure,,,
L,Connecticut 1st,D,1501 LHOB,(202) 225-2265,Larson,John,Larson John,Ways and Means,,,
L,Ohio 5th,R,2467 RHOB,(202) 225-6405,Latta,Robert,Latta Robert,Energy and Commerce,,,
L,Kansas 2nd,R,2441 RHOB,(202) 225-6601,LaTurner,Jake,LaTurner Jake,Appropriations,Oversight and Accountability,,
L,New York 17th,R,1013 LHOB,(202) 225-6506,Lawler,Michael,Lawler Michael,Financial Services,Foreign Affairs,,
L,California 12th,D,2470 RHOB,(202) 225-2661,Lee,Barbara,Lee Barbara,Appropriations,Budget,,
L,Florida 15th,R,1118 LHOB,(202) 225-5626,Lee,Laurel,Lee Laurel,House Administration,Homeland Security,Judiciary,
L,Pennsylvania 12th,D,243 CHOB,(202) 225-2135,Lee,Summer,Lee Summer,Oversight and Accountability,"Science, Space, and Technology",,
L,Nevada 3rd,D,365 CHOB,(202) 225-3252,Lee,Susie,Lee Susie,Appropriations,Natural Resources,,
L,New Mexico 3rd,D,1510 LHOB,(202) 225-6190,Leger Fernandez,Teresa,Leger Fernandez Teresa,Education and the Workforce,Natural Resources,Rules,
L,Arizona 8th,R,1214 LHOB,(202) 225-4576,Lesko,Debbie,Lesko Debbie,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,,
L,Louisiana 5th,R,142 CHOB,(202) 225-8490,Letlow,Julia,Letlow Julia,Appropriations,Education and the Workforce,,
L,California 49th,D,2352 RHOB,(202) 225-3906,Levin,Mike,Levin Mike,Natural Resources,Veterans' Affairs,,
L,California 36th,D,2454 RHOB,(202) 225-3976,Lieu,Ted,Lieu Ted,Foreign Affairs,Judiciary,,
L,California 18th,D,1401 LHOB,(202) 225-3072,Lofgren,Zoe,Lofgren Zoe,Judiciary,"Science, Space, and Technology",,
L,Georgia 11th,R,2133 RHOB,(202) 225-2931,Loudermilk,Barry,Loudermilk Barry,Financial Services,House Administration,,
L,Oklahoma 3rd,R,2405 RHOB,(202) 225-5565,Lucas,Frank,Lucas Frank,Agriculture,Financial Services,"Science, Space, and Technology",
L,Missouri 3rd,R,2230 RHOB,(202) 225-2956,Luetkemeyer,Blaine,Luetkemeyer Blaine,Financial Services,Small Business,Select Comm on the Strategic Competition US and China,
L,Florida 13th,R,1017 LHOB,(202) 225-5961,Luna,Anna Paulina,Luna Anna Paulina,Oversight and Accountability,Natural Resources,,
L,Texas 8th,R,1320 LHOB,(202) 225-4901,Luttrell,Morgan,Luttrell Morgan,Armed Services,Homeland Security,Veterans' Affairs,
L,Massachusetts 8th,D,2109 RHOB,(202) 225-8273,Lynch,Stephen,Lynch Stephen,Financial Services,Select Subcommittee on the Weaponization of the Fed Govt,Oversight and Accountability,
M,South Carolina 1st,R,1728 LHOB,(202) 225-3176,Mace,Nancy,Mace Nancy,Armed Services,Oversight and Accountability,Veterans' Affairs,
M,Rhode Island 2nd,D,1218 LHOB,(202) 225-2735,Magaziner,Seth,Magaziner Seth,Homeland Security,Natural Resources,,
M,New York 11th,R,351 CHOB,(202) 225-3371,Malliotakis,Nicole,Malliotakis Nicole,Select Subcommittee on the Coronavirus Pandemic,Ways and Means,,
M,Utah 2nd,R,166 CHOB,(202) 225-9730,Maloy,Celeste,Maloy Celeste,Transportation and Infrastructure,Small Business,,
M,Kansas 1st,R,344 CHOB,(202) 225-2715,Mann,Tracey,Mann Tracey,Agriculture,Transportation and Infrastructure,Small Business,
M,North Carolina 6th,D,307 CHOB,(202) 225-3065,Manning,Kathy,Manning Kathy,Education and the Workforce,Foreign Affairs,,
M,Kentucky 4th,R,2453 RHOB,(202) 225-3465,Massie,Thomas,Massie Thomas,Select Subcommittee on the Weaponization of the Fed Govt,Judiciary,Transportation and Infrastructure,Rules
M,Florida 21st,R,2182 RHOB,(202) 225-3026,Mast,Brian,Mast Brian,Foreign Affairs,Transportation and Infrastructure,,
M,California 7th,D,2311 RHOB,(202) 225-7163,Matsui,Doris,Matsui Doris,Energy and Commerce,,,
M,Georgia 7th,D,2246 RHOB,(202) 225-4501,McBath,Lucy,McBath Lucy,Education and the Workforce,Judiciary,,
M,California 20th,,2468 RHOB,(202) 225-2915,McCarthy,Kevin- Vacancy,McCarthy Kevin- Vacancy,,,,
M,Texas 10th,R,2300 RHOB,(202) 225-2401,McCaul,Michael,McCaul Michael,Foreign Affairs,Homeland Security,,
M,Michigan 9th,R,444 CHOB,(202) 225-2106,McClain,Lisa,McClain Lisa,Armed Services,Budget,Education and the Workforce,Oversight and Accountability
M,Virginia 4th,D,2417 RHOB,(202) 225-6365,McClellan,Jennifer,McClellan Jennifer,Armed Services,"Science, Space, and Technology",,
M,California 5th,R,2256 RHOB,(202) 225-2511,McClintock,Tom,McClintock Tom,Budget,Natural Resources,Judiciary,
M,Minnesota 4th,D,2426 RHOB,(202) 225-6631,McCollum,Betty,McCollum Betty,Appropriations,,,
M,Georgia 6th,R,1213 LHOB,(202) 225-4272,McCormick,Richard,McCormick Richard,Armed Services,Foreign Affairs,"Science, Space, and Technology",Select Subcommittee on the Coronavirus Pandemic
M,Kentucky 3rd,D,1527 LHOB,(202) 225-5401,McGarvey,Morgan,McGarvey Morgan,Small Business,Veterans' Affairs,,
M,Massachusetts 2nd,D,370 CHOB,(202) 225-6101,McGovern,James,McGovern James,Agriculture,Rules,,
M,North Carolina 10th,R,2134 RHOB,(202) 225-2576,McHenry,Patrick,McHenry Patrick,Financial Services,,,
M,New York 5th,D,2310 RHOB,(202) 225-3461,Meeks,Gregory,Meeks Gregory,Financial Services,Foreign Affairs,,
M,New Jersey 8th,D,1007 LHOB,(202) 225-7919,Menendez,Robert,Menendez Robert,Homeland Security,Transportation and Infrastructure,,
M,New York 6th,D,2209 RHOB,(202) 225-2601,Meng,Grace,Meng Grace,Appropriations,,,
M,Pennsylvania 9th,R,350 CHOB,(202) 225-6511,Meuser,Daniel,Meuser Daniel,Financial Services,Small Business,,
M,Maryland 7th,D,2263 RHOB,(202) 225-4741,Mfume,Kweisi,Mfume Kweisi,Oversight and Accountability,Small Business,Select Subcommittee on the Coronavirus Pandemic,
M,West Virginia 1st,R,465 CHOB,(202) 225-3452,Miller,Carol,Miller Carol,Ways and Means,,,
M,Illinois 15th,R,1740 LHOB,(202) 225-5271,Miller,Mary,Miller Mary,Agriculture,Education and the Workforce,,
M,Ohio 7th,R,143 CHOB,(202) 225-3876,Miller,Max,Miller Max,Agriculture,"Science, Space, and Technology",,
M,Iowa 1st,R,1034 LHOB,(202) 225-6576,Miller-Meeks,Mariannette,Miller-Meeks Mariannette,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,Veterans' Affairs,
M,Florida 7th,R,1237 LHOB,(202) 225-4035,Mills,Cory,Mills Cory,Armed Services,Foreign Affairs,,
M,New York 19th,R,1207 LHOB,(202) 225-5441,Molinaro,Marcus,Molinaro Marcus,Agriculture,Transportation and Infrastructure,Small Business,
M,Michigan 2nd,R,246 CHOB,(202) 225-3561,Moolenaar,John,Moolenaar John,Appropriations,Select Comm on the Strategic Competition US and China,,
M,West Virginia 2nd,R,2228 RHOB,(202) 225-2711,Mooney,Alexander,Mooney Alexander,Financial Services,,,
M,Alabama 2nd,R,1504 LHOB,(202) 225-2901,Moore,Barry,Moore Barry,Agriculture,Judiciary,,
M,Utah 1st,R,1131 LHOB,(202) 225-0453,Moore,Blake,Moore Blake,Budget,Ways and Means,,
M,Wisconsin 4th,D,2252 RHOB,(202) 225-4572,Moore,Gwen,Moore Gwen,Ways and Means,,,
M,Texas 1st,R,1541 LHOB,(202) 225-3035,Moran,Nathaniel,Moran Nathaniel,Education and the Workforce,Foreign Affairs,Judiciary,
M,New York 25th,D,570 CHOB,(202) 225-3615,Morelle,Joseph,Morelle Joseph,Appropriations,House Administration,Joint Committee of Congress on the Library,
M,Florida 23rd,D,1130 LHOB,(202) 225-3001,Moskowitz,Jared,Moskowitz Jared,Foreign Affairs,Oversight and Accountability,,
M,Massachusetts 6th,D,1126 LHOB,(202) 225-8020,Moulton,Seth,Moulton Seth,Armed Services,Transportation and Infrastructure,Select Comm on the Strategic Competition US and China,
M,Guam Delegate,R,1628 LHOB,(202) 225-1188,Moylan,James,Moylan James,Armed Services,Natural Resources,,
M,Indiana 1st,D,1607 LHOB,(202) 225-2461,Mrvan,Frank,Mrvan Frank,Education and the Workforce,Veterans' Affairs,,
M,California 15th,D,1404 LHOB,(202) 225-3531,Mullin,Kevin,Mullin Kevin,Natural Resources,"Science, Space, and Technology",,
M,North Carolina 3rd,R,407 CHOB,(202) 225-3415,Murphy,Gregory,Murphy Gregory,House Administration,Veterans' Affairs,Ways and Means,
N,New York 12th,D,2132 RHOB,(202) 225-5635,Nadler,Jerrold,Nadler Jerrold,Judiciary,,,
N,California 31st,D,1610 LHOB,(202) 225-5256,Napolitano,Grace,Napolitano Grace,Natural Resources,Transportation and Infrastructure,,
N,Massachusetts 1st,D,372 CHOB,(202) 225-5601,Neal,Richard,Neal Richard,Joint Committee on Taxation,Ways and Means,,
N,Colorado 2nd,D,2400 RHOB,(202) 225-2161,Neguse,Joe,Neguse Joe,Natural Resources,Judiciary,Rules,
N,Texas 22nd,R,1104 LHOB,(202) 225-5951,Nehls,Troy,Nehls Troy,Judiciary,Transportation and Infrastructure,,
N,Washington 4th,R,504 CHOB,(202) 225-5816,Newhouse,Dan,Newhouse Dan,Appropriations,Select Comm on the Strategic Competition US and China,,
N,North Carolina 13th,D,1133 LHOB,(202) 225-4531,Nickel,Wiley,Nickel Wiley,Financial Services,,,
N,New Jersey 1st,D,2427 RHOB,(202) 225-6501,Norcross,Donald,Norcross Donald,Armed Services,Education and the Workforce,,
N,South Carolina 5th,R,569 CHOB,(202) 225-5501,Norman,Ralph,Norman Ralph,Financial Services,Budget,Rules,
N,District of Columbia Delegate,D,2136 RHOB,(202) 225-8050,Norton,Eleanor,Norton Eleanor,Oversight and Accountability,Transportation and Infrastructure,,
N,Iowa 3rd,R,1232 LHOB,(202) 225-5476,Nunn,Zachary,Nunn Zachary,Agriculture,Financial Services,,
O,California 23rd,R,1029 LHOB,(202) 225-5861,Obernolte,Jay,Obernolte Jay,Energy and Commerce,"Science, Space, and Technology",,
O,New York 14th,D,250 CHOB,(202) 225-3965,Ocasio-Cortez,Alexandria,Ocasio-Cortez Alexandria,Oversight and Accountability,Natural Resources,,
O,Tennessee 5th,R,151 CHOB,(202) 225-4311,Ogles,Andrew,Ogles Andrew,Financial Services,,,
O,Minnesota 5th,D,1730 LHOB,(202) 225-4755,Omar,Ilhan,Omar Ilhan,Budget,Education and the Workforce,,
O,Utah 4th,R,309 CHOB,(202) 225-3011,Owens,Burgess,Owens Burgess,Education and the Workforce,Transportation and Infrastructure,,
P,New Jersey 6th,D,2107 RHOB,(202) 225-4671,Pallone,Frank,Pallone Frank,Energy and Commerce,,,
P,Alabama 6th,R,170 CHOB,(202) 225-4921,Palmer,Gary,Palmer Gary,Oversight and Accountability,Energy and Commerce,,
P,California 19th,D,304 CHOB,(202) 225-2861,Panetta,Jimmy,Panetta Jimmy,Armed Services,Budget,Ways and Means,
P,New Hampshire 1st,D,452 CHOB,(202) 225-5456,Pappas,Chris,Pappas Chris,Transportation and Infrastructure,Small Business,Veterans' Affairs,
P,New Jersey 9th,D,2409 RHOB,(202) 225-5751,Pascrell,Bill,Pascrell Bill,Ways and Means,,,
P,New Jersey 10th,D,106 CHOB,(202) 225-3436,Payne,Donald,Payne Donald,Homeland Security,Transportation and Infrastructure,,
P,California 11th,D,1236 LHOB,(202) 225-4965,Pelosi,Nancy,Pelosi Nancy,,,,
P,Alaska At Large,D,153 CHOB,(202) 225-5765,Peltola,Mary,Peltola Mary,Natural Resources,Transportation and Infrastructure,,
P,Indiana 6th,R,404 CHOB,(202) 225-3021,Pence,Greg,Pence Greg,Energy and Commerce,,,
P,Washington 3rd,D,1431 LHOB,(202) 225-3536,Perez,Marie,Perez Marie,Agriculture,Small Business,,
P,Pennsylvania 10th,R,2160 RHOB,(202) 225-5836,Perry,Scott,Perry Scott,Foreign Affairs,Oversight and Accountability,Transportation and Infrastructure,
P,California 50th,D,1201 LHOB,(202) 225-0508,Peters,Scott,Peters Scott,Budget,Energy and Commerce,,
P,Colorado 7th,D,1230 LHOB,(202) 225-2645,Pettersen,Brittany,Pettersen Brittany,Financial Services,,,
P,Texas 11th,R,1124 LHOB,(202) 225-3605,Pfluger,August,Pfluger August,Homeland Security,Energy and Commerce,,
P,Minnesota 3rd,D,2452 RHOB,(202) 225-2871,Phillips,Dean,Phillips Dean,Foreign Affairs,Small Business,,
P,Maine 1st,D,2354 RHOB,(202) 225-6116,Pingree,Chellie,Pingree Chellie,Agriculture,Appropriations,,
P,Virgin Islands Delegate,D,2059 RHOB,(202) 225-1790,Plaskett,Stacey,Plaskett Stacey,Select Subcommittee on the Weaponization of the Fed Govt,Intelligence,,
P,Wisconsin 2nd,D,1026 LHOB,(202) 225-2906,Pocan,Mark,Pocan Mark,Appropriations,,,
P,California 47th,D,1233 LHOB,(202) 225-5611,Porter,Katie,Porter Katie,Oversight and Accountability,Natural Resources,,
P,Florida 8th,R,2150 RHOB,(202) 225-3671,Posey,Bill,Posey Bill,Financial Services,"Science, Space, and Technology",,
P,Massachusetts 7th,D,402 CHOB,(202) 225-5111,Pressley,Ayanna,Pressley Ayanna,Financial Services,Oversight and Accountability,,
Q,Illinois 5th,D,2083 RHOB,(202) 225-4061,Quigley,Mike,Quigley Mike,Appropriations,,,
R,American Samoa Delegate,R,2001 RHOB,(202) 225-8577,Radewagen,Aumua Amata,Radewagen Aumua Amata,Foreign Affairs,Natural Resources,Veterans' Affairs,
R,Illinois 3rd,D,1523 LHOB,(202) 225-5701,Ramirez,Delia,Ramirez Delia,Homeland Security,Veterans' Affairs,,
R,Maryland 8th,D,2242 RHOB,(202) 225-5341,Raskin,Jamie,Raskin Jamie,Oversight and Accountability,,,
R,Pennsylvania 14th,R,342 CHOB,(202) 225-2065,Reschenthaler,Guy,Reschenthaler Guy,Appropriations,Rules,,
R,Washington 5th,R,2188 RHOB,(202) 225-2006,Rodgers,Cathy,Rodgers Cathy,Energy and Commerce,,,
R,Kentucky 5th,R,2406 RHOB,(202) 225-4601,Rogers,Harold,Rogers Harold,Appropriations,,,
R,Alabama 3rd,R,2469 RHOB,(202) 225-3261,Rogers,Mike,Rogers Mike,Armed Services,,,
R,Tennessee 6th,R,2238 RHOB,(202) 225-4231,Rose,John,Rose John,Agriculture,Financial Services,,
R,Montana 2nd,R,1023 LHOB,(202) 225-3211,Rosendale,Matthew,Rosendale Matthew,Natural Resources,Veterans' Affairs,,
R,North Carolina 2nd,D,1221 LHOB,(202) 225-3032,Ross,Deborah,Ross Deborah,Judiciary,Ethics,"Science, Space, and Technology",Select Subcommittee on the Coronavirus Pandemic
R,North Carolina 7th,R,2333 RHOB,(202) 225-2731,Rouzer,David,Rouzer David,Agriculture,Transportation and Infrastructure,,
R,Texas 21st,R,103 CHOB,(202) 225-4236,Roy,Chip,Roy Chip,Budget,Judiciary,Rules,
R,California 25th,D,2342 RHOB,(202) 225-5330,Ruiz,Raul,Ruiz Raul,Energy and Commerce,Select Subcommittee on the Coronavirus Pandemic,,
R,Maryland 2nd,D,2206 RHOB,(202) 225-3061,Ruppersberger,C.,Ruppersberger C.,Appropriations,,,
R,Florida 5th,R,1711 LHOB,(202) 225-2501,Rutherford,John,Rutherford John,Appropriations,Ethics,,
R,New York 18th,D,1030 LHOB,(202) 225-5614,Ryan,Patrick,Ryan Patrick,Armed Services,Transportation and Infrastructure,,
S,Northern Mariana Islands Delegate,D,2267 RHOB,(202) 225-2646,Sablan,Gregorio,Sablan Gregorio,Education and the Workforce,Natural Resources,,
S,Florida 27th,R,2162 RHOB,(202) 225-3931,Salazar,Maria,Salazar Maria,Foreign Affairs,Small Business,,
S,Oregon 6th,D,109 CHOB,(202) 225-5643,Salinas,Andrea,Salinas Andrea,Agriculture,"Science, Space, and Technology",,
S,California 38th,D,2428 RHOB,(202) 225-6676,Sanchez,Linda,Sanchez Linda,Select Subcommittee on the Weaponization of the Fed Govt,Ways and Means,,
S,Maryland 3rd,D,2370 RHOB,(202) 225-4016,Sarbanes,John,Sarbanes John,Energy and Commerce,,,
S,Louisiana 1st,R,2049 RHOB,(202) 225-3015,Scalise,Steve,Scalise Steve,,,,
S,Pennsylvania 5th,D,1227 LHOB,(202) 225-2011,Scanlon,Mary,Scanlon Mary,Judiciary,Rules,,
S,Illinois 9th,D,2408 RHOB,(202) 225-2111,Schakowsky,Janice,Schakowsky Janice,Budget,Energy and Commerce,,
S,California 30th,D,2309 RHOB,(202) 225-4176,Schiff,Adam,Schiff Adam,Judiciary,,,
S,Illinois 10th,D,300 CHOB,(202) 225-4835,Schneider,Bradley,Schneider Bradley,Foreign Affairs,Ways and Means,,
S,Michigan 3rd,D,1317 LHOB,(202) 225-3831,Scholten,Hillary,Scholten Hillary,Transportation and Infrastructure,Small Business,,
S,Washington 8th,D,1110 LHOB,(202) 225-7761,Schrier,Kim,Schrier Kim,Energy and Commerce,,,
S,Arizona 1st,R,460 CHOB,(202) 225-2190,Schweikert,David,Schweikert David,Ways and Means,,,
S,Georgia 8th,R,2185 RHOB,(202) 225-6531,Scott,Austin,Scott Austin,Agriculture,Armed Services,Intelligence,
S,Georgia 13th,D,468 CHOB,(202) 225-2939,Scott,David,Scott David,Agriculture,Financial Services,,
S,Virginia 3rd,D,2328 RHOB,(202) 225-8351,Scott,Robert,Scott Robert,Budget,Education and the Workforce,,
S,Texas 3rd,R,1113 LHOB,(202) 225-4201,Self,Keith,Self Keith,Foreign Affairs,Veterans' Affairs,,
S,Texas 17th,R,2204 RHOB,(202) 225-6105,Sessions,Pete,Sessions Pete,Financial Services,Oversight and Accountability,,
S,Alabama 7th,D,1035 LHOB,(202) 225-2665,Sewell,Terri,Sewell Terri,Armed Services,House Administration,Joint Committee of Congress on the Library,Ways and Means
S,California 32nd,D,2365 RHOB,(202) 225-5911,Sherman,Brad,Sherman Brad,Financial Services,Foreign Affairs,,
S,New Jersey 11th,D,1427 LHOB,(202) 225-5034,Sherrill,Mikie,Sherrill Mikie,Armed Services,Select Comm on the Strategic Competition US and China,,
S,Idaho 2nd,R,2084 RHOB,(202) 225-5531,Simpson,Michael,Simpson Michael,Appropriations,,,
S,Michigan 7th,D,2245 RHOB,(202) 225-4872,Slotkin,Elissa,Slotkin Elissa,Agriculture,Armed Services,,
S,Washington 9th,D,2264 RHOB,(202) 225-8901,Smith,Adam,Smith Adam,Armed Services,,,
S,Nebraska 3rd,R,502 CHOB,(202) 225-6435,Smith,Adrian,Smith Adrian,Joint Committee on Taxation,Ways and Means,,
S,New Jersey 4th,R,2373 RHOB,(202) 225-3765,Smith,Christopher,Smith Christopher,Foreign Affairs,,,
S,Missouri 8th,R,1011 LHOB,(202) 225-4404,Smith,Jason,Smith Jason,Joint Committee on Taxation,Ways and Means,,
S,Pennsylvania 11th,R,302 CHOB,(202) 225-2411,Smucker,Lloyd,Smucker Lloyd,Budget,Education and the Workforce,Ways and Means,
S,Illinois 17th,D,1205 LHOB,(202) 225-5905,Sorensen,Eric,Sorensen Eric,Agriculture,"Science, Space, and Technology",,
S,Florida 9th,D,2353 RHOB,(202) 225-9889,Soto,Darren,Soto Darren,Agriculture,Energy and Commerce,,
S,Virginia 7th,D,562 CHOB,(202) 225-2815,Spanberger,Abigail,Spanberger Abigail,Agriculture,Intelligence,,
S,Indiana 5th,R,1609 LHOB,(202) 225-2276,Spartz,Victoria,Spartz Victoria,Judiciary,,,
S,New Mexico 1st,D,1421 LHOB,(202) 225-6316,Stansbury,Melanie,Stansbury Melanie,Oversight and Accountability,Natural Resources,,
S,Arizona 4th,D,207 CHOB,(202) 225-9888,Stanton,Greg,Stanton Greg,Foreign Affairs,Transportation and Infrastructure,,
S,Minnesota 8th,R,145 CHOB,(202) 225-6211,Stauber,Pete,Stauber Pete,Natural Resources,Transportation and Infrastructure,Small Business,
S,California 45th,R,1127 LHOB,(202) 225-2415,Steel,Michelle,Steel Michelle,Education and the Workforce,Ways and Means,Select Comm on the Strategic Competition US and China,
S,New York 21st,R,2211 RHOB,(202) 225-4611,Stefanik,Elise,Stefanik Elise,Armed Services,Education and the Workforce,Select Subcommittee on the Weaponization of the Fed Govt,Intelligence
S,Wisconsin 1st,R,1526 LHOB,(202) 225-3031,Steil,Bryan,Steil Bryan,Financial Services,House Administration,Joint Committee of Congress on the Library,
S,Florida 17th,R,2457 RHOB,(202) 225-5792,Steube,W.,Steube W.,Select Subcommittee on the Weaponization of the Fed Govt,Ways and Means,,
S,Michigan 11th,D,2411 RHOB,(202) 225-8171,Stevens,Haley,Stevens Haley,Education and the Workforce,"Science, Space, and Technology",Select Comm on the Strategic Competition US and China,
S,Washington 10th,D,1708 LHOB,(202) 225-9740,Strickland,Marilyn,Strickland Marilyn,Armed Services,Transportation and Infrastructure,,
S,Alabama 5th,R,1337 LHOB,(202) 225-4801,Strong,Dale,Strong Dale,Armed Services,Homeland Security,"Science, Space, and Technology",
S,New York 3rd,D,1117 LHOB,(202) 225-3335,Suozzi,Thomas R.,Suozzi Thomas R.,Homeland Security,,,
S,California 14th,D,174 CHOB,(202) 225-5065,Swalwell,Eric,Swalwell Eric,Homeland Security,Judiciary,,
S,Ohio 13th,D,1217 LHOB,(202) 225-6265,Sykes,Emilia,Sykes Emilia,Transportation and Infrastructure,"Science, Space, and Technology",,
T,California 39th,D,2078 RHOB,(202) 225-2305,Takano,Mark,Takano Mark,Education and the Workforce,Veterans' Affairs,,
T,New York 24th,R,2349 RHOB,(202) 225-3665,Tenney,Claudia,Tenney Claudia,"Science, Space, and Technology",Ways and Means,,
T,Michigan 13th,D,1039 LHOB,(202) 225-5802,Thanedar,Shri,Thanedar Shri,Homeland Security,Small Business,,
T,Mississippi 2nd,D,2466 RHOB,(202) 225-5876,Thompson,Bennie,Thompson Bennie,Homeland Security,,,
T,Pennsylvania 15th,R,400 CHOB,(202) 225-5121,Thompson,Glenn,Thompson Glenn,Agriculture,Education and the Workforce,,
T,California 4th,D,268 CHOB,(202) 225-3311,Thompson,Mike,Thompson Mike,Ways and Means,,,
T,Wisconsin 7th,R,451 CHOB,(202) 225-3365,Tiffany,Thomas,Tiffany Thomas,Natural Resources,Judiciary,,
T,South Carolina 4th,R,267 CHOB,(202) 225-6030,Timmons,William,Timmons William,Financial Services,Oversight and Accountability,,
T,Nevada 1st,D,2464 RHOB,(202) 225-5965,Titus,Dina,Titus Dina,Foreign Affairs,Transportation and Infrastructure,,
T,Michigan 12th,D,2438 RHOB,(202) 225-5126,Tlaib,Rashida,Tlaib Rashida,Financial Services,Oversight and Accountability,,
T,Hawaii 2nd,D,1005 LHOB,(202) 225-4906,Tokuda,Jill,Tokuda Jill,Agriculture,Armed Services,Select Subcommittee on the Coronavirus Pandemic,
T,New York 20th,D,2369 RHOB,(202) 225-5076,Tonko,Paul,Tonko Paul,Energy and Commerce,"Science, Space, and Technology",,
T,California 35th,D,2227 RHOB,(202) 225-6161,Torres,Norma,Torres Norma,Appropriations,House Administration,,
T,New York 15th,D,1414 LHOB,(202) 225-4361,Torres,Ritchie,Torres Ritchie,Financial Services,Select Comm on the Strategic Competition US and China,,
T,Massachusetts 3rd,D,2439 RHOB,(202) 225-3411,Trahan,Lori,Trahan Lori,Energy and Commerce,,,
T,Maryland 6th,D,2404 RHOB,(202) 225-2721,Trone,David,Trone David,Appropriations,Budget,,
